"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1227990","R-HSA-1227990","Signaling by ERBB2 in Cancer","19/4633","26/11146",0.730769230769231,1.75807335336798,3.2638196969953,0.00112863765177424,0.00673850819398792,0.0041690984922793,"11140/1956/2065/2066/55914/2069/2549/2885/1839/3320/3845/4893/3084/5290/5295/5335/5782/6464/6654",19
"R-HSA-75153","R-HSA-75153","Apoptotic execution phase","33/4633","52/11146",0.634615384615385,1.52674791213535,3.21100558792307,0.00116157042997209,0.00690963586652518,0.00427497476355829,"22985/118/836/839/841/999/1499/28988/10059/1829/1832/2339/2934/3006/3148/3836/3837/4000/4001/4137/100506658/5062/5317/5339/5580/5588/5747/6093/6304/8428/51765/7082/7431",33
"R-HSA-111933","R-HSA-111933","Calmodulin induced events","25/4633","37/11146",0.675675675675676,1.62553012758063,3.21434329256737,0.00123478016021058,0.00723867499717653,0.00447855046666767,"107/108/109/112/113/115/801/805/808/815/817/818/10645/1385/3838/26960/5136/5137/5566/5567/5573/5576/5577/5580/5613",25
"R-HSA-111997","R-HSA-111997","CaM pathway","25/4633","37/11146",0.675675675675676,1.62553012758063,3.21434329256737,0.00123478016021058,0.00723867499717653,0.00447855046666767,"107/108/109/112/113/115/801/805/808/815/817/818/10645/1385/3838/26960/5136/5137/5566/5567/5573/5576/5577/5580/5613",25
"R-HSA-1660661","R-HSA-1660661","Sphingolipid de novo biosynthesis","25/4633","37/11146",0.675675675675676,1.62553012758063,3.21434329256737,0.00123478016021058,0.00723867499717653,0.00447855046666767,"4363/10715/29956/204219/253782/10087/1455/80777/2531/94101/29095/94103/5007/151742/25865/23683/142891/259230/166929/56848/10558/9517/171546/9218/9217",25
"R-HSA-9694548","R-HSA-9694548","Maturation of spike protein","25/4633","37/11146",0.675675675675676,1.62553012758063,3.21434329256737,0.00123478016021058,0.00723867499717653,0.00447855046666767,"821/1650/2530/23193/51125/84061/4124/4245/4247/11320/11282/4249/5589/6185/6482/6487/6480/10610/256435/3703/253832/51304/25921/29801/51114",25
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","229/4633","473/11146",0.484143763213531,1.16474560431211,3.08803204760862,0.00124493151972482,0.00727183826323018,0.0044990684980365,"9049/207/240/301/302/351/375/1386/596/598/604/332/29760/54014/8945/821/829/836/841/867/6347/595/1234/941/998/1026/1052/1072/1147/23529/1265/1278/1385/1398/1399/1435/8454/2919/2920/3576/1845/1846/1848/1849/356/23291/2247/2335/2353/2308/2309/6624/2534/2625/2885/3082/3091/3181/9987/3185/3320/7184/3312/3313/3383/163702/3551/3586/3589/3590/3592/8809/3554/3556/11141/3557/3560/9235/3568/3569/3570/3572/3654/51135/3662/3667/8660/3716/3718/3725/3936/3976/3977/4001/4067/4128/5604/5606/6416/5609/4215/6885/1326/5594/5602/1432/5595/5598/5599/5601/4170/4205/4208/4312/4313/4318/4478/4507/4609/4615/9683/4790/28512/79671/4843/4988/5008/9180/5034/5062/27250/387522/57162/246330/5290/5291/5295/5296/8503/5292/5306/5451/5515/5516/5518/5519/5528/5566/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5724/5743/5782/5783/5784/5771/5775/5777/5778/5780/5803/5896/5908/2889/8767/6095/6097/6175/6196/6197/9252/1901/6382/6464/6500/4088/6597/6616/6627/9021/9655/6648/6654/6655/8878/6772/6773/6774/6777/6809/6810/23118/257397/29110/6950/7133/79155/7157/7291/200081/7297/7314/7316/7334/7335/9097/6845/7422/7431/7525/7534/6935",229
"R-HSA-5218921","R-HSA-5218921","VEGFR2 mediated cell proliferation","16/4633","21/11146",0.761904761904762,1.83297873433854,3.22236104786738,0.00135934534757912,0.00788757102484685,0.00488002084745908,"10768/801/805/808/3708/3709/3710/3791/3845/4893/5170/5335/5579/5580/5921/7422",16
"R-HSA-418346","R-HSA-418346","Platelet homeostasis","51/4633","88/11146",0.579545454545455,1.39426152306575,3.13161299094265,0.00136009413840066,0.00788757102484685,0.00488002084745908,"488/490/491/492/493/801/805/808/2778/2782/2783/59345/10681/55970/54331/2787/2982/2977/2983/10335/3708/3709/3710/3778/7804/1432/4842/4843/80228/5025/5026/5051/10846/5136/5138/8654/5321/5515/5516/5518/5519/5525/5527/5528/5529/5592/5777/6546/6543/6717/7222",51
"R-HSA-204998","R-HSA-204998","Cell death signalling via NRAGE, NRIF and NADE","45/4633","76/11146",0.592105263157895,1.42447771706408,3.13161619286853,0.00139731571370506,0.00807448865990997,0.00499566632982525,"29/11214/51107/83464/9639/9826/23365/22899/9828/23370/26084/50650/54848/50649/8874/23229/10018/835/836/1894/121512/10672/6453/8997/9500/5599/23263/10276/4803/64857/57580/5663/5879/5924/6654/6655/8878/7074/26230/7204/7314/7316/7410/10451/7531",45
"R-HSA-69275","R-HSA-69275","G2/M Transition","103/4633","197/11146",0.522842639593909,1.25784676471265,3.07955680313387,0.00141679106963347,0.00813253199092556,0.00503157759636342,"10121/84962/10142/6790/79866/8945/890/891/9738/993/994/983/1017/1022/1026/1063/9662/22995/22897/80184/95681/11116/9702/80254/80321/79959/9793/23332/11064/1453/8454/1639/10540/1778/2033/23291/2305/51512/79441/54801/93323/3161/3320/3326/132660/286826/22919/4605/440145/54820/4957/5048/5108/22822/9088/5347/10733/51400/5500/4659/4660/5515/5516/5518/5519/5520/5566/5577/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/4218/5928/9814/6500/7157/7846/203068/10383/10426/27229/7314/7316/7465/7514/7531/7532",103
"R-HSA-1362300","R-HSA-1362300","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","13/4633","16/11146",0.8125,1.95469997841571,3.22299750510987,0.00143249172893312,0.00813253199092556,0.00503157759636342,"890/983/1869/1874/1875/132660/286826/4605/5928/5933/5934/7027/7029",13
"R-HSA-392517","R-HSA-392517","Rap1 signalling","13/4633","16/11146",0.8125,1.95469997841571,3.22299750510987,0.00143249172893312,0.00813253199092556,0.00503157759636342,"5566/5567/5592/5894/5906/5908/23108/10411/11069/10125/6494/7529/7534",13
"R-HSA-5684264","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation","13/4633","16/11146",0.8125,1.95469997841571,3.22299750510987,0.00143249172893312,0.00813253199092556,0.00503157759636342,"8945/1147/8454/23291/3551/5604/6416/1326/4790/6500/79155/7314/7316",13
"R-HSA-9665348","R-HSA-9665348","Signaling by ERBB2 ECD mutants","13/4633","16/11146",0.8125,1.95469997841571,3.22299750510987,0.00143249172893312,0.00813253199092556,0.00503157759636342,"11140/1956/55914/2549/2885/3320/3845/4893/5290/5295/5335/6464/6654",13
"R-HSA-4090294","R-HSA-4090294","SUMOylation of intracellular receptors","21/4633","30/11146",0.7,1.68404921217354,3.16413025036725,0.00152615420607697,0.00863397729172214,0.00534182057408611,"367/2099/9759/7181/2908/4306/4929/2494/5241/8554/9063/51588/5465/5468/6095/6256/7341/6612/7067/7068/7329",21
"R-HSA-6811558","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","62/4633","111/11146",0.558558558558559,1.34377157213332,3.06991201316764,0.00159351771091504,0.00898366430752798,0.00555817107309812,"207/627/940/941/1956/2065/2066/2069/2099/8817/2247/2250/2252/2254/2260/2263/2261/10818/2534/2549/2885/1839/3082/8870/3556/3643/3654/51135/3667/8660/3815/5594/5595/4233/4615/3084/4915/4916/5154/5155/5156/118788/5290/5291/5295/5296/8503/5305/8396/79837/23396/5515/5516/5518/5519/5525/5527/5528/5529/5879/6801/7039",62
"R-HSA-445355","R-HSA-445355","Smooth Muscle Contraction","29/4633","45/11146",0.644444444444444,1.55039451279469,3.12018215354866,0.00161075604396594,0.00904931694144755,0.00559879019667987,"59/217/301/302/8913/8911/800/801/805/808/2982/2977/2983/3672/4629/10627/4637/4638/5058/5062/8654/5829/10580/10174/7094/7169/7170/7171/7414",29
"R-HSA-6802946","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","30/4633","47/11146",0.638297872340426,1.53560718435277,3.10337347955936,0.00168457569466604,0.00933439545880019,0.00577516757616224,"60/71/408/673/801/805/808/815/817/818/22866/1445/2266/2335/8826/3845/8844/283455/5604/4296/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",30
"R-HSA-6802949","R-HSA-6802949","Signaling by RAS mutants","30/4633","47/11146",0.638297872340426,1.53560718435277,3.10337347955936,0.00168457569466604,0.00933439545880019,0.00577516757616224,"60/71/408/673/801/805/808/815/817/818/22866/1445/2266/2335/8826/3845/8844/283455/5604/4296/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",30
"R-HSA-6802955","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","30/4633","47/11146",0.638297872340426,1.53560718435277,3.10337347955936,0.00168457569466604,0.00933439545880019,0.00577516757616224,"60/71/408/673/801/805/808/815/817/818/22866/1445/2266/2335/8826/3845/8844/283455/5604/4296/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",30
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","30/4633","47/11146",0.638297872340426,1.53560718435277,3.10337347955936,0.00168457569466604,0.00933439545880019,0.00577516757616224,"60/71/408/673/801/805/808/815/817/818/22866/1445/2266/2335/8826/3845/8844/283455/5604/4296/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",30
"R-HSA-73980","R-HSA-73980","RNA Polymerase III Transcription Termination","17/4633","23/11146",0.739130434782609,1.77818860912734,3.15078280192869,0.00169253649984171,0.0093464984871805,0.0057826556901364,"27297/4774/4781/4782/4784/9533/51082/5437/5441/11128/661/55718/10621/10622/171568/51728/6741",17
"R-HSA-5607764","R-HSA-5607764","CLEC7A (Dectin-1) signaling","57/4633","101/11146",0.564356435643564,1.3577200154723,3.04580233354532,0.00174808224727273,0.0095681603866731,0.00591979736368884,"10768/8915/8945/801/805/808/841/997/1147/8454/23291/3551/3708/3709/3710/10892/9020/6885/4772/4773/4775/4790/5170/387522/5530/5532/5534/5580/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/6500/23118/257397/9039/7314/7316/7321/7322/7334/7335",57
"R-HSA-6807878","R-HSA-6807878","COPI-mediated anterograde transport","57/4633","101/11146",0.564356435643564,1.3577200154723,3.04580233354532,0.00174808224727273,0.0095681603866731,0.00591979736368884,"10121/287/288/372/375/377/378/84364/26286/51272/829/830/832/1604/966/9382/83548/10466/84342/1314/1315/22820/26958/22818/1639/10540/51164/84516/1778/1780/1783/140735/8729/2804/9527/9570/10945/11014/63908/8774/4905/5861/81876/6711/6712/57731/10972/10959/23423/51014/100302736/54732/11070/7846/10383/8615/10652",57
"R-HSA-9012852","R-HSA-9012852","Signaling by NOTCH3","31/4633","49/11146",0.63265306122449,1.52202698476326,3.08865106689137,0.00175041747494143,0.0095681603866731,0.00591979736368884,"102/51107/83464/1387/28514/1956/2033/3280/23462/23493/10320/182/3714/8850/9794/55534/10046/57534/54492/4851/4854/5087/23129/5663/3516/6772/10460/7314/7316/23286/11060",31
"R-HSA-442755","R-HSA-442755","Activation of NMDA receptors and postsynaptic events","53/4633","93/11146",0.56989247311828,1.3710385291121,3.03040759887042,0.00186148383514865,0.0101406112449027,0.00627397130564213,"107/320/8874/801/805/808/815/817/818/10645/8573/1385/1739/1740/2066/2890/2891/2892/2903/2904/57576/3838/3845/8825/55327/5594/5595/4137/26960/4747/4893/3084/5170/22843/9647/5562/5563/5564/5565/5566/5567/51422/5573/5576/5577/5613/5879/5924/6196/6197/27330/7846/10383",53
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","114/4633","222/11146",0.513513513513513,1.23540289696128,2.98798279224628,0.0018676774727942,0.0101406112449027,0.00627397130564213,"26523/27161/192669/192670/207/208/10000/1386/596/801/805/808/10498/857/858/865/595/904/1025/1027/1105/1385/1387/1509/6387/51523/1655/1956/2033/2066/2069/2099/2289/2353/2354/3169/2309/2625/2770/2771/2773/2782/2783/59345/10681/55970/54331/2787/57678/9687/2957/1839/3320/3326/3480/3725/3727/23189/8850/10524/3838/3845/5594/5595/5469/4313/4316/4318/4343/4602/4609/8648/10499/8202/2494/4893/8204/5170/5241/5290/5295/5296/8503/5430/5431/5433/5437/5441/5451/10728/5747/5885/861/1903/6464/8243/9126/6667/6722/10735/6801/6908/7039/7090/27327/23112/57690/127933/7392/7514/7528/340481/55625/7764",114
"R-HSA-159227","R-HSA-159227","Transport of the SLBP independent Mature mRNA","23/4633","34/11146",0.676470588235294,1.62744251596602,3.09028072482604,0.00188499554324722,0.0102004106654649,0.00631096906047563,"8086/10189/1977/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/10482/9883/8480/5903/81929/7175",23
"R-HSA-5210891","R-HSA-5210891","Uptake and function of anthrax toxins","11/4633","13/11146",0.846153846153846,2.03566388284713,3.15112078400875,0.00190750149515899,0.0102435875054141,0.00633768246545365,"84168/118429/801/805/808/5045/5604/5606/6416/5609/10015",11
"R-HSA-68884","R-HSA-68884","Mitotic Telophase/Cytokinesis","11/4633","13/11146",0.846153846153846,2.03566388284713,3.15112078400875,0.00190750149515899,0.0102435875054141,0.00633768246545365,"10112/9493/25836/23244/23047/5347/5885/8243/9126/10735/23063",11
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","51/4633","89/11146",0.573033707865168,1.37859566325603,3.02435404846191,0.00191196750719101,0.0102435875054141,0.00633768246545365,"8086/9530/9529/815/817/818/1387/3337/1915/2033/2932/3320/3326/6782/51182/3303/3304/3306/3308/22824/3309/3312/3313/10808/5594/5595/2475/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/10728/8480/5903/6118/81929/23411/7175/7415/7531",51
"R-HSA-6784531","R-HSA-6784531","tRNA processing in the nucleus","35/4633","57/11146",0.614035087719298,1.47723615102942,3.0465283082384,0.00193952979342949,0.0103569610751449,0.00640782641497809,"8086/10978/1478/1653/283742/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/10248/8480/5901/5903/11102/54913/10556/51493/51637/81929/7175/51095/116461/79042/11260",35
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","49/4633","85/11146",0.576470588235294,1.38686405708409,3.01961306737106,0.00195655953997706,0.0103975916470381,0.00643296445015501,"207/208/10000/890/595/898/9134/993/994/1017/1019/1022/1026/1027/1163/8454/1869/1874/1875/132660/286826/4609/5685/5686/5688/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/9491/5925/5928/5934/6500/6502/7027/7029/7314/7316/7465",49
"R-HSA-193648","R-HSA-193648","NRAGE signals death through JNK","36/4633","59/11146",0.610169491525424,1.4679363592796,3.03938993698241,0.00196999597454387,0.0103975916470381,0.00643296445015501,"29/11214/9639/9826/23365/22899/9828/23370/26084/50650/54848/50649/8874/23229/10018/1894/121512/10672/6453/8997/9500/5599/23263/10276/4803/64857/57580/5879/5924/6654/6655/7074/26230/7204/7410/10451",36
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition","48/4633","83/11146",0.578313253012048,1.39129711160637,3.01779600685906,0.00197616268129626,0.0103975916470381,0.00643296445015501,"207/208/10000/890/595/898/9134/993/1017/1019/1022/1026/1027/1163/8454/1869/1874/1875/132660/286826/4609/5685/5686/5688/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/9491/5925/5928/5934/6500/6502/7027/7029/7314/7316/7465",48
"R-HSA-1839117","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","14/4633","18/11146",0.777777777777778,1.87116579130393,3.11967357882666,0.00198121218171744,0.0103975916470381,0.00643296445015501,"613/11116/11064/11052/1523/26127/2885/399687/5290/5295/6772/6774/6777/7750",14
"R-HSA-2022090","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","37/4633","61/11146",0.60655737704918,1.4592463899396,3.03335658956507,0.00199450817307448,0.0103975916470381,0.00643296445015501,"977/1300/1301/1303/7373/1306/1277/1278/255631/85301/1281/1282/1284/1287/1288/1289/1290/50509/1291/1295/1297/1520/1515/667/3655/3691/3909/3914/3918/4015/84695/84171/4316/4318/5339/7837/7092",37
"R-HSA-1643713","R-HSA-1643713","Signaling by EGFR in Cancer","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"867/11140/1956/2069/2549/2885/1839/3320/3845/4893/5290/5295/5335/6464/6654/7039/7314/7316",18
"R-HSA-400685","R-HSA-400685","Sema4D in semaphorin signaling","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"2909/9826/23365/3984/4233/4628/4629/79784/4627/10627/4637/5879/387/388/389/6093/9475/10507",18
"R-HSA-69273","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"890/891/993/994/983/1017/1022/2305/9088/5347/51400/5515/5516/5518/5519/5520/7465/7514",18
"R-HSA-9006115","R-HSA-9006115","Signaling by NTRK2 (TRKB)","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"627/8851/1795/10818/2534/2549/2885/2904/3845/4893/4915/5290/5295/5335/5879/6464/6654/7074",18
"R-HSA-9664565","R-HSA-9664565","Signaling by ERBB2 KD Mutants","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"11140/1956/2065/2066/55914/2069/2549/2885/1839/3320/3845/4893/3084/5290/5295/5335/6464/6654",18
"R-HSA-9734009","R-HSA-9734009","Defective Intrinsic Pathway for Apoptosis","18/4633","25/11146",0.72,1.73216490394992,3.0909191032449,0.00201782680912854,0.0103975916470381,0.00643296445015501,"351/10018/708/824/826/831/993/994/8851/1029/356/2309/3725/4000/4001/6648/7157/7531",18
"R-HSA-8854518","R-HSA-8854518","AURKA Activation by TPX2","43/4633","73/11146",0.589041095890411,1.41710599067441,3.01547585185312,0.00203800525129325,0.0104682301479126,0.00647666831739308,"10121/10142/6790/9738/983/9662/22995/22897/80184/95681/11116/9702/80254/80321/79959/9793/23332/11064/1453/1639/10540/1778/79441/54801/93323/3161/3320/22919/54820/4957/5048/5108/5347/10733/5518/5566/5577/9814/7846/203068/10383/7531/7532",43
"R-HSA-983705","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","62/4633","112/11146",0.553571428571429,1.33177361166785,2.97621985380775,0.00213791410513253,0.0109466614623558,0.00677267259820466,"10768/8915/29760/8945/801/805/808/1147/8454/23291/2280/2534/2885/3551/3708/3709/3710/3845/4067/10892/6885/4690/4772/4773/4775/4790/4893/80228/118788/5295/5530/5532/5534/5579/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5777/10125/5966/30011/6500/6654/7220/7314/7316",62
"R-HSA-68886","R-HSA-68886","M Phase","202/4633","417/11146",0.484412470023981,1.1653920550156,2.90324505943909,0.00227032623746486,0.0115879742972181,0.00716945127620481,"8086/10121/25909/10142/64682/10393/51529/119504/23141/10776/9212/332/699/701/9184/200014/891/9738/991/8697/996/55143/983/1058/1063/91687/55839/79172/401541/55166/80152/79682/9662/22995/22897/80184/95681/11116/9702/80254/80321/79959/27243/51652/91782/9793/23332/23122/6249/255919/11064/1453/1457/1639/10540/1778/1780/1783/140735/2010/27436/2029/54821/9700/26003/79441/54801/93323/3320/9798/10112/9493/3796/11004/57082/3837/3930/23592/4000/4001/23175/9663/5594/5595/22919/84930/440145/9918/64151/54892/23397/55706/54820/81565/10783/140609/91754/25836/25936/83540/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/4957/5048/5108/23244/23047/23133/5347/10733/9883/5501/5515/5516/5518/5519/5520/55844/5525/5527/5528/5529/5566/5577/5579/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5861/81876/5862/5885/8480/5901/5903/5905/5925/1104/100526767/81929/6418/9814/151648/151246/8243/9126/10051/6683/147841/10735/7341/57551/7112/3842/7175/7846/203068/10383/10426/27229/7314/7316/11065/7321/7324/7329/27338/8615/27183/7444/23063/7514/7531/7532/9183",202
