Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Herpes simplex virus 1 infection	193/498	0.419520178950752	0.61388503250133	0	0	1.02322624358737	0.888818980894581	TBK1;AKT2;AKT3;AKT1;IL12A;ZNF721;B2M;ZFP1;ZNF282;ZNF10;ZNF12;HLA-A;HCFC2;ZNF718;ZNF717;ZNF714;TP53;ZNF275;PIK3R3;PIK3R2;PIK3R1;ZNF25;ZNF26;ZNF708;ZNF700;FADD;ZNF268;ZNF267;ZNF141;ZNF140;EIF2AK1;EIF2AK2;PILRB;EIF2AK4;SRPK1;ZNF30;ZNF813;CALR;ZNF135;ZNF133;ZNF254;ZNF490;ZNF43;IKBKB;ZNF808;ZNF805;ZNF124;JAK1;ZNF484;IFNGR1;IFNGR2;TYK2;ZNF780B;ZNF780A;ZNF597;ZNF595;ZNF473;RNASEL;ZNF470;ZNF2;ZNF3;ZNF8;ZFP14;ZNF107;ZNF226;ZNF468;ZNF589;BID;ZNF224;ZNF587;ZNF585A;ZNF100;ZNF583;ZNF460;STAT1;STAT2;ZNF33B;ZNF33A;ZNF74;FAS;ZNF337;ZNF577;ZNF454;ZNF354B;ZNF331;ZNF571;PPP1CB;PPP1CC;ZNF81;ZNF83;ZNF84;ZNF568;ZNF689;ZNF567;ZNF566;MAP3K7;ZNF200;IFNAR2;ZNF562;ZNF440;ZNF561;ZNF680;TAP2;ZFP69B;TSC1;ZNF99;ZNF91;ZNF93;SRSF2;ZNF317;ZNF559;ZNF436;SRSF5;SRSF6;ZNF676;SRSF7;IFNAR1;SRSF9;ZNF431;ZNF551;ZNF793;ZNF791;SOCS3;IRAK1;EIF4EBP1;ZNF548;ZNF426;ZNF302;ZNF543;EIF2B5;ZNF782;EIF2B2;POU2F1;ALYREF;POU2F2;EIF2S1;POU2F3;NFKB1;IL6;MAVS;RHEB;BCL2;CYCS;TAB2;MYD88;BCL2L1;ZNF530;ZNF891;FASLG;PIK3CB;CASP8;ZNF529;CASP3;ZNF768;ZNF765;ZNF641;ZNF761;APAF1;CHUK;ZFP92;IRAK4;ZFP90;TAPBP;PIK3CA;IRF3;TRAF3;OAS2;OAS3;TRAF5;ZNF879;ITGA5;ZNF510;IRF9;BIRC3;ZNF195;SRSF1;NXF1;ZNF749;ZNF506;ZNF627;CCL2;ZNF623;ZNF621;ZNF620;ZNF189;ZNF286A;ZNF181;MTOR;PML;ZNF737;ZNF615;ZNF850;NECTIN1
Viral myocarditis	24/60	0.436307066313424	0.635534037232795	0	0	1.07763635568386	0.893801295350163	CD80;CAV1;HLA-A;ACTB;ACTG1;ICAM1;CASP8;SGCD;CCND1;SGCB;CASP3;DAG1;ABL1;CD28;ABL2;CYCS;DMD;FYN;RAC1;BID;EIF4G3;CD55;EIF4G2;EIF4G1
ABC transporters	18/45	0.458746138934846	0.665181901455527	0	0	1.07757528080066	0.839709477278849	ABCA1;ABCC3;ABCA2;ABCC4;ABCC1;ABCB1;ABCD3;ABCC2;ABCB7;ABCC8;ABCA3;ABCC5;TAP2;ABCB9;ABCA8;ABCC10;ABCA13;ABCG4
Collecting duct acid secretion	11/27	0.465536103884946	0.671972928232116	0	0	1.1112211815562	0.849601518196997	ATP6V1A;ATP6V1G1;ATP6V0E1;CA2;ATP6V0A2;ATP6V1B2;ATP6V1E1;ATP6V0D1;ATP6V1D;SLC12A7;ATP6V1C1
Protein digestion and absorption	40/103	0.486445213226134	0.698991094680796	0	0	1.02622543648185	0.739529860287101	COL15A1;COL13A1;COL14A1;ELN;COL11A1;COL12A1;SLC1A1;ATP1A2;PRCP;SLC1A5;SLC8A1;COL19A1;SLC8A2;COL10A1;KCNN4;SLC38A2;SLC36A4;SLC36A1;COL27A1;COL24A1;MME;COL25A1;ATP1B3;SLC16A10;ATP1B2;ATP1B1;COL1A1;COL3A1;COL1A2;COL4A2;COL5A1;SLC7A8;COL4A1;COL5A3;COL5A2;COL6A1;COL4A6;COL9A1;COL4A5;COL8A1
beta-Alanine metabolism	12/30	0.48917974380655	0.699768333068563	0	0	1.07751430193458	0.770449968461393	ALDH3A2;HADHA;ALDH6A1;ECHS1;ALDH2;ACOX1;GAD1;EHHADH;GAD2;ABAT;ACOX3;CNDP2
Nitrogen metabolism	7/17	0.491637446445686	0.700144399179347	0	0	1.13138256087981	0.803297153917827	GLUD1;GLUD2;CPS1;CA2;CA9;CA8;GLUL
Proteasome	18/46	0.505316543899855	0.716426566684684	0	0	1.03900616231808	0.709194671519731	PSMD12;PSMD11;PSMD14;PSMA7;PSMA8;PSMB6;PSMA5;PSMD9;PSMB4;PSMB5;PSMD7;PSMA4;PSMB2;PSME3;PSMB1;PSMC2;PSME4;PSMF1
Fructose and mannose metabolism	13/33	0.510626466278564	0.720751516561336	0	0	1.05054376310273	0.706088261320462	PFKFB2;PFKFB4;PFKFB3;MPI;SORD;HK2;HK1;PFKL;AKR1B10;FPGT;ALDOA;PFKM;PFKP
RIG-I-like receptor signaling pathway	27/70	0.521424515930124	0.732750751461275	0	0	1.01480581486931	0.660832168984137	CXCL8;DDX3X;NLRX1;IKBKB;MAPK9;MAPK8;CASP8;TBK1;DHX58;TRIM25;IL12A;FADD;MAP3K7;ATG5;MAP3K1;CHUK;MAPK14;NFKB1;MAPK13;MAPK10;CYLD;SIKE1;MAVS;RNF125;IRF3;TRAF3;TBKBP1
Cholesterol metabolism	19/50	0.566325678948779	0.792359173616932	0	0	0.990482475064085	0.563174430688268	ABCA1;SCARB1;MYLIP;LRPAP1;LRP1;OSBPL5;SORT1;PCSK9;LRP2;LIPA;NCEH1;NPC1;SOAT1;VAPA;VAPB;VDAC3;LDLRAP1;LDLR;PLTP
Valine, leucine and isoleucine degradation	18/48	0.595117431984911	0.829006379053216	0	0	0.96958174904943	0.503209561591662	ACAA2;ECHS1;HIBADH;HMGCS1;ABAT;ACADSB;ALDH3A2;HADHB;HADHA;ALDH6A1;ALDH2;EHHADH;IVD;DBT;ACAA1;BCAT1;DLD;BCAT2
Neomycin, kanamycin and gentamicin biosynthesis	2/5	0.631724675037615	0.876174657986953	0	0	1.07741288324829	0.494857483242428	HK2;HK1
Necroptosis	59/159	0.643400157543034	0.888504979464189	0	0	0.953130767202742	0.420319630431204	PYGB;HSP90AB1;TNFAIP3;FASLG;CASP8;SMPD1;CAPN2;TNFSF10;DNM1L;GLUL;JAK3;JAK1;IFNAR2;HSP90AA1;PARP1;IFNGR1;IFNGR2;PLA2G4A;TYK2;TRAF5;VDAC3;CHMP3;PGAM5;SQSTM1;CHMP7;IRF9;FTL;IFNAR1;BIRC3;CHMP5;CAMK2D;VPS4B;CAMK2A;VPS4A;SPATA2;XIAP;MAPK9;MAPK8;NLRP3;TRPM7;FADD;BID;CAMK2G;STAT5B;STAT1;USP21;STAT2;STAT3;EIF2AK2;TNFRSF10B;CFLAR;MAPK10;CYLD;GLUD1;GLUD2;BCL2;CHMP2A;FAS;RNF103-CHMP3
Ubiquinone and other terpenoid-quinone biosynthesis	4/11	0.660287590527662	0.90750700547967	0	0	0.923439340400471	0.383301012705315	VKORC1;VKORC1L1;GGCX;COQ5
alpha-Linolenic acid metabolism	9/25	0.662849944441264	0.90750700547967	0	0	0.908942836563646	0.373763332097977	FADS2;PLA2G12A;PLA2G2D;ACOX1;PLA2G2A;PLA2G4A;PLAAT3;ACOX3;ACAA1
Glycerolipid metabolism	22/61	0.681174342730023	0.928452762992299	0	0	0.911384911384911	0.349914384817107	AGPAT5;DGKE;AGK;DGKA;AKR1A1;MBOAT2;AGPAT1;LCLAT1;AGPAT2;AGPAT3;ALDH3A2;AKR1B10;ALDH2;GPAM;GPAT4;PLPP3;LPIN1;LPIN2;DGKI;MGLL;DGKH;PNPLA2
Primary bile acid biosynthesis	6/17	0.684733245522727	0.928452762992299	0	0	0.881409989408419	0.333812826022951	CYP39A1;ACOT8;SCP2;AKR1D1;HSD17B4;CYP46A1
Galactose metabolism	11/31	0.686880414000573	0.928452762992299	0	0	0.888688760806916	0.333787118905235	B4GALT2;G6PC2;PFKL;B4GALT1;UGP2;AKR1B10;GLB1;PFKM;HK2;PFKP;HK1
Cell adhesion molecules	54/148	0.697324204937194	0.938592495253017	0	0	0.927882122446234	0.334505989582569	CNTNAP1;CD80;LRRC4;CLDN1;PVR;PTPRF;ICAM1;CDH4;ALCAM;CDH2;CDH1;ITGB8;NRCAM;ITGAV;NEO1;ICOSLG;ITGA4;HLA-A;PDCD1LG2;CLDN11;CLDN4;VCAN;ITGA8;CLDN18;CD226;ITGA6;ITGA9;CD274;NLGN1;NLGN2;SDC4;SDC2;NRXN1;NRXN3;NRXN2;VTCN1;GLG1;NCAM1;NCAM2;MPZL1;JAM3;NTNG1;NLGN4X;CADM1;NEGR1;L1CAM;IGSF11;OCLN;NFASC;CD28;CNTN1;SDC1;NECTIN3;NECTIN1
Amino sugar and nucleotide sugar metabolism	17/48	0.705612696488973	0.941976586074427	0	0	0.885988801867483	0.30893435491403	GPI;UXS1;GFPT2;MPI;GFPT1;HK2;HK1;UGDH;CYB5R4;CYB5R3;UGP2;GNPDA1;NAGK;AMDHD2;FPGT;PGM3;GNE
Renin-angiotensin system	8/23	0.705744213391185	0.941976586074427	0	0	0.86176945571996	0.300328733143951	CTSA;NLN;MME;ATP6AP2;PREP;LNPEP;PRCP;THOP1
Thermogenesis	85/232	0.713837497779969	0.948809007465875	0	0	0.933736457545981	0.314762500725513	ATF2;SMARCB1;NDUFA10;PRKAG2;ACTB;ACTG1;RPS6KA3;RPS6KA6;CPT2;RPS6KA2;CREB3L2;PRKACA;PRKACB;COA7;COA6;PRKG1;MAP3K5;COA5;MAP2K3;CPT1A;PRKAB2;SMARCC1;SMARCC2;ACSL1;RPS6;ACSL6;ACSL5;NDUFC2;ACSL4;FRS2;SDHC;TSC1;ACSL3;ARID1A;PRKAB1;ARID1B;ADCY9;CREB1;NDUFS8;ZNF516;PPARG;SOS1;SOS2;MGLL;CREB5;SMARCD1;KDM3A;PRKAA1;SMARCD2;KDM3B;PRKAA2;UQCRB;COX15;ADCY3;ATP5MC3;ADCY2;ADCY1;ADCY7;ADCY6;UQCRH;NRAS;SLC25A29;CNR1;PRDM16;PPARGC1A;COA1;NDUFA6;NDUFA5;BMP8A;MAPK14;MTOR;SMARCA4;MAPK13;RPS6KB1;RHEB;NDUFAF4;RPS6KB2;NDUFAF2;GNAS;NDUFAF3;GRB2;KRAS;PNPLA2;COX20;FGFR1
Glutathione metabolism	20/57	0.73152134233324	0.96526450235816	0	0	0.873229951262738	0.272996904113103	G6PD;RRM2;GSTP1;IDH1;ODC1;GSR;IDH2;GPX8;MGST1;MGST2;TXNDC12;PGD;PRDX6;SRM;GGCT;GCLC;RRM2B;SMS;CHAC1;GCLM
Phenylalanine, tyrosine and tryptophan biosynthesis	2/6	0.738132457618672	0.96526450235816	0	0	0.80799424309826	0.245332898824215	GOT1;GOT2
Natural killer cell mediated cytotoxicity	47/131	0.739071993134075	0.96526450235816	0	0	0.90364788979556	0.273226924551597	SHC4;SHC1;PIK3R3;PIK3R2;FASLG;PIK3R1;PIK3CB;ICAM1;PPP3CA;PPP3R1;PPP3CB;NRAS;PAK1;PPP3CC;CASP3;SH3BP2;TNFSF10;MAPK1;FYN;PLCG1;RAC1;BID;MICA;MAPK3;MICB;IFNAR2;VAV3;MAP2K1;PRKCB;IFNGR1;IFNGR2;NFATC2;TNFRSF10B;BRAF;NFATC1;HLA-A;VAV2;PIK3CA;FAS;GRB2;CD48;KRAS;PTPN6;RAF1;SOS1;SOS2;IFNAR1
Thiamine metabolism	5/15	0.739138523454094	0.96526450235816	0	0	0.807918848167539	0.244209572417776	THTPA;TPK1;AK2;AK4;ACP1
Ether lipid metabolism	17/49	0.741871006710066	0.96526450235816	0	0	0.858232007079182	0.256250823702372	PLA2G12A;PLA2G2D;PLA2G2A;LPCAT1;PLA2G4A;PLAAT3;PLD3;SELENOI;PAFAH2;PEDS1-UBE2V1;UGT8;LPCAT2;ENPP2;CHPT1;PLPP3;PAFAH1B2;PAFAH1B1
Other glycan degradation	6/18	0.744373252602218	0.96526450235816	0	0	0.807893703364315	0.238500470451439	GLB1;FUCA2;MAN2B1;AGA;MAN2C1;ENGASE
DNA replication	12/36	0.779328828946182	0.999996671316669	0	0	0.807742696187606	0.201388190433674	PRIM2;FEN1;RNASEH2B;PCNA;MCM7;LIG1;POLE3;MCM3;RPA2;DNA2;MCM6;POLE
Glycolysis / Gluconeogenesis	23/67	0.782056937396243	0.999996671316669	0	0	0.844305360082059	0.207553671039504	GPI;ADPGK;PGAM1;AKR1A1;ENO1;BPGM;PDHB;HK2;ADH5;HK1;ALDH3A2;LDHB;LDHA;G6PC2;PFKL;PKM;ALDH2;PGK1;ALDOA;DLD;PFKM;PFKP;PCK2
Coronavirus disease	83/232	0.799121037626075	0.999996671316669	0	0	0.899142480328169	0.201626279806109	RPL5;NRP1;RPL30;RPL3;CXCL8;RPL31;RPLP1;RPLP0;ADAR;PIK3CB;RPL6;IKBKB;RPS14;RPL7A;RPS16;TBK1;RPL36;RPLP2;IL12A;IL6R;MAP3K7;JAK1;IFNAR2;RPL21;CHUK;PRKCB;MMP1;RPL23;RPS5;RPL22;RPS6;FGG;RPSA;FOS;TYK2;IRAK4;IRF3;PIK3CA;OAS2;TRAF3;OAS3;IL6ST;RPL28;IRF9;HBEGF;IFNAR1;RPL10;RPL11;C5AR1;PIK3R3;TMPRSS2;PIK3R2;PIK3R1;EGFR;MAPK9;MAPK8;IRAK1;RPL14;RPL13;NLRP3;CCL2;MAPK1;PLCG1;RPL15;RPL19;MAPK3;JUN;STAT1;STAT2;STAT3;EIF2AK2;MAPK14;NFKB1;MAPK13;MAPK10;RPS25;IL6;MAVS;RPS29;RPL27A;TAB2;MYD88;RPS23
Rheumatoid arthritis	32/93	0.806155442311771	0.999996671316669	0	0	0.847144552135799	0.182541605623444	ATP6V1A;CXCL6;CXCL8;FLT1;CSF1;PTH;CD80;CXCL1;TNFRSF11A;CXCL2;CXCL5;ICAM1;ATP6V0A2;CCL2;ATP6V1E1;ATP6V1D;ATP6V1C1;IL11;ATP6V0B;ATP6V1G1;JUN;TGFB2;ATP6V0E1;ANGPT1;MMP1;FOS;VEGFA;IL6;CXCL12;ATP6V1B2;CD28;ATP6V0D1
Huntington disease	110/306	0.811751824896703	0.999996671316669	0	0	0.90563086548488	0.188878934705943	NDUFA10;PSMD9;PSMD7;KIF5C;KIF5B;CREB3L2;KIF5A;EP300;AP2M1;MAP3K5;SDHC;ATG14;ATG13;ERN1;VDAC3;PPIF;TBPL1;TFAM;ULK2;ULK1;TP53;GRIA1;GRIA2;PSMD12;PSMD11;PSMD14;UQCRB;ITPR1;SLC1A2;ATP5MC3;NRF1;KLC1;UQCRH;KLC4;NRBF2;MAP2K7;PPARGC1A;GRIA3;CREBBP;BDNF;DNAH14;GRIN2B;SP1;GNAQ;CYCS;RCOR1;DNAL1;ATG2B;HIP1;CLTC;CLTA;AP2A1;BBC3;ACTR1A;GRM5;TUBA1A;CASP8;SIN3A;CASP3;RB1CC1;IFT57;TBP;APAF1;TUBB;GPX8;NDUFC2;WIPI2;PSMA5;PLCB4;PSMA4;CREB1;NDUFS8;PPARG;PIK3C3;PLCB1;CREB5;BECN1;DCTN5;HDAC2;DCTN2;DCTN1;DCTN4;HTT;DNAH9;AMBRA1;PSMA7;PSMA8;PSMB6;MAPK9;PSMB4;MAPK8;PSMB5;PSMB2;POLR2A;POLR2B;PSMB1;POLR2D;AP2S1;POLR2H;POLR2L;NDUFA6;NDUFA5;AP2B1;TUBB4B;SOD2;MTOR;MAPK10;REST;PSMC2;TAF4
African trypanosomiasis	12/37	0.81379462951822	0.999996671316669	0	0	0.775370103497969	0.159762871898723	IL10;IL6;PLCB4;PRKCB;GNAQ;FAS;FASLG;IL12A;PLCB1;THOP1;MYD88;ICAM1
Nicotine addiction	13/40	0.817565574489511	0.999996671316669	0	0	0.777738954887802	0.156655420342187	GABRB3;GRIA1;GABRB2;GRIA2;GABRA1;GABRP;CHRNA7;GABRA4;GRIN2B;GABRG1;GRIN2A;SLC17A7;GRIA3
Leishmaniasis	26/77	0.821926543419227	0.999996671316669	0	0	0.823287498488042	0.161450178377126	PTGS2;IRAK1;MAPK1;IL12A;MAP3K7;JAK1;MAPK3;IL10;JUN;MARCKSL1;TGFB2;ITGA4;NOS2;IFNGR1;PRKCB;STAT1;IFNGR2;FOS;IRAK4;MAPK14;NFKB1;MAPK13;EEF1A1;PTPN6;TAB2;MYD88
Nucleotide excision repair	15/47	0.851488669660274	0.999996671316669	0	0	0.75706503931848	0.12171265388203	PCNA;LIG1;RPA2;GTF2H1;GTF2H3;RAD23B;CUL4A;DDB1;CDK7;ERCC4;POLE3;ERCC8;ERCC6;POLE;CUL4B
Pyruvate metabolism	15/47	0.851488669660274	0.999996671316669	0	0	0.75706503931848	0.12171265388203	MDH1;MDH2;GLO1;AKR1A1;PDHB;ACACA;ADH5;ALDH3A2;LDHB;LDHA;PKM;ALDH2;ME2;DLD;PCK2
Taurine and hypotaurine metabolism	3/11	0.855751935566381	0.999996671316669	0	0	0.605878696676263	0.0943805962876274	GAD1;GAD2;ADO
Bile secretion	30/90	0.85706698882479	0.999996671316669	0	0	0.807288246881156	0.124515490770912	SCARB1;ABCB1;SLC2A1;ADCY3;AQP4;ADCY2;ATP1A2;SLC4A2;ADCY1;HMGCR;SLC5A1;SLC4A4;ADCY7;ADCY6;SLC9A1;RXRA;CA2;UGT2A2;PRKACA;PRKACB;LDLR;ABCC3;ABCC4;ABCC2;ATP1B3;ATP1B2;ATP1B1;ADCY9;NCEH1;GNAS
Base excision repair	10/33	0.868864528634582	0.999996671316669	0	0	0.702257908373907	0.0987150312873586	SMUG1;MBD4;FEN1;PCNA;LIG1;PARP1;TDG;POLE3;POLE;UNG
Vitamin digestion and absorption	7/24	0.870702655816448	0.999996671316669	0	0	0.665141783343345	0.0920920346340009	SLC5A6;SCARB1;ABCC1;SLC19A3;LRAT;SLC19A1;SLC19A2
Parkinson disease	87/249	0.873018544915172	0.999996671316669	0	0	0.866379014632521	0.11765295383209	NDUFA10;RYR3;UBE2L3;TXN2;PSMD9;PSMD7;TUBA1A;KIF5C;KIF5B;CASP3;KIF5A;PRKACA;PRKACB;SLC18A2;MAP3K5;GPR37;APAF1;DUSP1;TUBB;NDUFC2;SDHC;PSMA5;ERN1;PSMA4;NDUFS8;VDAC3;PPIF;MAPT;ATF6;TP53;PSMD12;CAMK2D;PSMD11;PSMD14;UQCRB;MAOA;CAMK2A;GNAI3;ITPR1;ATP5MC3;HTRA2;ITPR2;ITPR3;TXN;KLC1;GNAI1;PSMA7;UQCRH;UBE2J1;GNAI2;PSMA8;PSMB6;KLC4;MAPK9;PSMB4;MAPK8;PSMB5;PSMB2;UBB;PSMB1;UBC;MFN1;MFN2;PLCG1;DRD1;CAMK2G;TRAP1;XBP1;NDUFA6;HSPA5;NDUFA5;UBE2G1;UBE2G2;TUBB4B;EIF2S1;MAPK10;PINK1;GNAL;PSMC2;GNAS;CYCS;CALM3;CALM1;CALM2;MCU;BCL2L1;NFE2L2
Ribosome biogenesis in eukaryotes	36/108	0.875159316645081	0.999996671316669	0	0	0.807136285977132	0.107631085401436	RBM28;POP7;NVL;RPP30;WDR3;HEATR1;FCF1;NMD3;SPATA5;NXT2;WDR43;NXF1;XPO1;NOB1;BMS1;DROSHA;MDN1;UTP14C;UTP15;WDR36;REXO1;CSNK2A1;IMP3;WDR75;IMP4;REXO2;GTPBP4;TBL3;LSG1;GNL3L;XRN1;DKC1;MPHOSPH10;RPP25;NOP10;RAN
Histidine metabolism	6/22	0.901906532514229	0.999996671316669	0	0	0.605723916743029	0.0625375943411824	ALDH3A2;ALDH2;MAOA;ASPA;FTCD;CNDP2
Glycosaminoglycan degradation	5/19	0.907214498774603	0.999996671316669	0	0	0.576897905759162	0.0561762206016251	HGSNAT;GLB1;GUSB;GNS;ARSB
Malaria	15/50	0.912416880686039	0.999996671316669	0	0	0.692005242463958	0.0634280153500784	IL10;TGFB2;CXCL8;LRP1;CD81;HGF;SDC2;THBS1;ICAM1;IL6;CCL2;SDC1;IL12A;MET;MYD88
Nicotinate and nicotinamide metabolism	10/35	0.91393811361124	0.999996671316669	0	0	0.645972495088409	0.0581326275808185	NADK2;NT5E;PNP;NNT;NAMPT;SIRT4;NMNAT2;NT5C2;SIRT1;NADK
Folate biosynthesis	7/26	0.920631528474658	0.999996671316669	0	0	0.59503038822508	0.0492062762281067	DHFR;QDPR;TPH2;AKR1B10;GCH1;AKR1C3;GPHN
Maturity onset diabetes of the young	7/26	0.920631528474658	0.999996671316669	0	0	0.59503038822508	0.0492062762281067	NR5A2;RFX6;HNF4A;HES1;HNF1B;PAX6;MNX1
Cytosolic DNA-sensing pathway	19/63	0.928341267555412	0.999996671316669	0	0	0.697103807548339	0.0518337591056034	CHUK;ADAR;NFKB1;IKBKB;IL6;MAVS;TBK1;POLR3A;IRF3;POLR3D;POLR1C;POLR3E;POLR1D;POLR3F;POLR3G;POLR3H;POLR2H;POLR3K;POLR2L
Tryptophan metabolism	12/42	0.928656016260516	0.999996671316669	0	0	0.645879732739421	0.0478060038792165	ALDH3A2;TPH2;HADHA;DDC;ECHS1;ALDH2;MAOA;KYNU;EHHADH;DLST;CYP1B1;DLD
Diabetic cardiomyopathy	68/203	0.92963480022471	0.999996671316669	0	0	0.812360995019039	0.0592726672493978	RYR2;GSK3B;IRS1;NDUFA10;PTEN;SLC2A1;ATP2A2;PIK3CB;SLC2A4;PPP1CB;PPP1CC;CPT2;MPC1;AKT2;AKT3;PDK4;AKT1;PDK3;RAC1;CTSD;G6PD;PARP1;PRKCB;MMP2;PRKCD;NDUFC2;SDHC;MMP9;TGFBR1;TGFBR2;PLCB4;NDUFS8;PIK3CA;TBC1D4;VDAC3;PPIF;PLCB1;PPARA;CAMK2D;UQCRB;CAMK2A;PIK3R3;ATP5MC3;PIK3R2;PIK3R1;PDHB;UQCRH;MAPK9;MAPK8;CAMK2G;SMAD2;TGFB2;SMAD3;NDUFA6;NDUFA5;INSR;GFPT2;GSR;GFPT1;MAPK14;NFKB1;MTOR;MAPK13;COL1A1;MAPK10;COL3A1;COL1A2;SP1
Phenylalanine metabolism	4/17	0.937643742551196	0.999996671316669	0	0	0.496994956358914	0.0319991233929964	DDC;GOT1;MAOA;GOT2
Sulfur metabolism	2/10	0.941869886103437	0.999996671316669	0	0	0.403866282873217	0.0241868001271245	BPNT1;PAPSS2
Porphyrin and chlorophyll metabolism	12/43	0.942282236486803	0.999996671316669	0	0	0.624994189068687	0.0371561765227484	ALAD;FECH;HEPHL1;COX15;HMBS;BLVRB;HCCS;UGT2A2;GUSB;FXN;EARS2;HMOX2
Caffeine metabolism	1/6	0.944450018025988	0.999996671316669	0	0	0.32312925170068	0.0184676485704682	NAT1
Butanoate metabolism	7/28	0.952873940032649	0.999996671316669	0	0	0.538273544557912	0.0259838963756157	HADHA;ECHS1;HMGCS1;GAD1;EHHADH;GAD2;ABAT
Phototransduction	7/28	0.952873940032649	0.999996671316669	0	0	0.538273544557912	0.0259838963756157	SLC24A1;GNB1;CALM3;GNAT1;CALM1;CALM2;CNGB1
Antigen processing and presentation	23/78	0.958196813289922	0.999996671316669	0	0	0.674840771928151	0.0288171048083264	HSPA8;CIITA;HSP90AA1;HSP90AB1;HSPA5;NFYA;HSPA4;NFYB;NFYC;TAP2;HLA-A;HSPA2;IFI30;CTSS;TAPBP;CREB1;PSME3;CANX;RFXAP;CALR;B2M;HSPA1B;HSPA1A
Intestinal immune network for IgA production	13/48	0.961749677105592	0.999996671316669	0	0	0.59958071278826	0.0233842912004776	IL10;TNFRSF13B;ITGA4;CD80;CXCR4;IL6;CXCL12;CD28;LTBR;CCL28;MAP3K14;CCR10;ICOSLG
Phagosome	48/152	0.963521368465593	0.999996671316669	0	0	0.744281649639028	0.0276579626522291	ATP6V1A;SCARB1;RAB5B;RAB5C;TFRC;THBS1;ACTB;CTSS;ACTG1;EEA1;SEC61A2;SEC61A1;TUBA1A;LAMP2;ATP6V0A2;OLR1;ITGAV;NOS1;RAC1;SEC61B;ATP6V1E1;ATP6V1D;ATP6V1C1;DYNC1I1;DYNC2H1;DYNC1H1;ATP6V1G1;ATP6V0B;ATP6V0E1;ITGA2;TUBB;STX7;TAP2;M6PR;HLA-A;TUBB4B;DYNC1LI2;PIKFYVE;CANX;ATP6V1B2;PIK3C3;CALR;ITGA5;ATP6V0D1;PLA2R1;RAB5A;RAB7A;VAMP3
Starch and sucrose metabolism	9/36	0.967870306587001	0.999996671316669	0	0	0.538152610441767	0.0175745474633166	GPI;PYGB;G6PC2;UGP2;AGL;GYG2;HK2;PGM2L1;HK1
Mismatch repair	5/23	0.971809700772366	0.999996671316669	0	0	0.448552937754508	0.0128264945119238	MSH6;PCNA;LIG1;MSH2;RPA2
Fat digestion and absorption	11/43	0.971841510475627	0.999996671316669	0	0	0.554890129682997	0.0158490731243395	ABCA1;SCARB1;PLA2G12A;PLA2G2D;MTTP;GOT2;PLA2G2A;AGPAT1;PLPP3;AGPAT2;SLC27A4
Inflammatory bowel disease	18/65	0.972054524782928	0.999996671316669	0	0	0.618028337178389	0.017517012406522	IL10;SMAD2;JUN;TGFB2;SMAD3;IFNGR1;STAT1;IFNGR2;STAT3;RORC;RORA;NFATC1;GATA3;NFKB1;IL6;MAF;IL12A;IL18R1
Glyoxylate and dicarboxylate metabolism	7/30	0.972823911060416	0.999996671316669	0	0	0.491387456311122	0.0135387997963132	CS;MDH1;SHMT2;MDH2;ACO1;GLUL;DLD
Pentose and glucuronate interconversions	8/34	0.977230643752145	0.999996671316669	0	0	0.49673149948127	0.0114410086753852	UGDH;UGP2;AKR1B10;RPE;AKR1A1;SORD;UGT2A2;GUSB
Primary immunodeficiency	9/38	0.980938291523829	0.999996671316669	0	0	0.500957352648977	0.00964128746621211	CIITA;TNFRSF13B;RFXAP;BLNK;TAP2;JAK3;ADA;UNG;RAG1
Prion disease	88/273	0.983536543606318	0.999996671316669	0	0	0.766041150320626	0.0127166547414004	ATF2;RYR2;GSK3B;NDUFA10;LAMC1;PIK3CB;RYR3;PSMD9;PPP3CA;PPP3CB;PSMD7;PPP3CC;TUBA1A;KIF5C;KIF5B;CASP3;CREB3L2;KIF5A;RAC1;PRKACA;PRKACB;CSNK2A1;APAF1;TUBB;PRKCD;NDUFC2;SDHC;PSMA5;PSMA4;CREB1;NDUFS8;PIK3CA;VDAC3;PPIF;CREB5;PSMD12;NOTCH1;PSMD11;PSMD14;UQCRB;ITPR1;PIK3R3;ATP5MC3;ITPR2;PIK3R2;ITPR3;PIK3R1;CACNA1C;KLC1;PSMA7;UQCRH;PSMA8;PSMB6;KLC4;MAPK9;GRIN2A;PPP3R1;PSMB4;MAPK8;PSMB5;PSMB2;PSMB1;MAPK1;FYN;NCAM1;NCAM2;MAPK3;EGR1;HSPA8;PRNP;NDUFA6;HSPA5;NDUFA5;CAV2;CAV1;HSPA2;TUBB4B;MAPK14;GRIN2B;EIF2S1;MAPK13;MAPK10;IL6;PSMC2;CYCS;HSPA1B;MCU;HSPA1A
Viral protein interaction with cytokine and cytokine receptor	28/100	0.987889516586481	0.999996671316669	0	0	0.627113328373667	0.0076410076681167	CXCL6;CXCL8;CSF1;CXCR4;CXCL1;CXCL2;CXCL5;CCL7;TNFSF10;CCL2;CCR7;CCL1;CCR5;IL6R;CCR10;IL10;TNFRSF10B;TNFRSF1B;TNFRSF10D;CXCL11;IL6;CXCL12;IL2RB;ACKR3;LTBR;IL6ST;CCL28;IL18R1
